title;price;square_meters;price_per_m2;location;link;first_photo;processing_date;bathrooms;rooms
Venta Casa De 3 Ambientes Con Gran Jardin. Monte Grande;165000.0;150;1100.0;Fernando Del Toro 220, Monte Grand...;https://casa.mercadolibre.com.ar/MLA-1538619876-venta-casa-de-3-ambientes-con-gran-jardin-monte-grande-_JM#position=1&search_layout=grid&type=item&tracking_id=17076fdf-5c14-4158-b591-4be35a1810e7;https://http2.mlstatic.com/D_NQ_NP_896323-MLA72307199277_102023-W.jpg;2023-10-19;2 baños;
Casa Con Lote De 10 X 55, Ideal Para Construcción De Vivienda Multifamiliar;110000.0;100;1100.0;Juan Bautista Alberdi 253, Monte G...;https://casa.mercadolibre.com.ar/MLA-1130517246-casa-con-lote-de-10-x-55-ideal-para-construccion-de-vivienda-multifamiliar-_JM#position=38&search_layout=grid&type=item&tracking_id=b798128f-1f24-4705-a31c-2c20413786c3;https://http2.mlstatic.com/D_NQ_NP_826397-MLA49561780177_042022-W.jpg;2023-10-19;1 baño;
Casa - Monte Grande;110000.0;100;1100.0;9 De Abril Al 100, Monte Grande, E...;https://casa.mercadolibre.com.ar/MLA-1412867310-casa-monte-grande-_JM#position=45&search_layout=grid&type=item&tracking_id=b798128f-1f24-4705-a31c-2c20413786c3;https://http2.mlstatic.com/D_NQ_NP_916855-MLA71299085157_082023-W.jpg;2023-10-19;1 baño;
Venta De Casa 4 Ambientes -monte Grande;198000.0;180;1100.0;Almirante Brown 400, Monte Grande,...;https://casa.mercadolibre.com.ar/MLA-1381879044-venta-de-casa-4-ambientes-monte-grande-_JM#position=3&search_layout=grid&type=item&tracking_id=34a0146d-8ff8-4da4-a44b-4dddafa63945;https://http2.mlstatic.com/D_NQ_NP_659484-MLA54722053948_032023-W.jpg;2023-10-19;2 baños;
Venta Departamento Monte Grande;110000.0;100;1100.0;Eduardo Arana 37, Monte Grande, Pr...;https://departamento.mercadolibre.com.ar/MLA-1444380752-venta-departamento-monte-grande-_JM#position=21&search_layout=grid&type=item&tracking_id=0118436b-85a3-442f-a1da-3bb4271db0e4;https://http2.mlstatic.com/D_NQ_NP_707841-MLA70349999137_072023-W.jpg;2023-10-19;1 baño;
Venta Casa Quinta Monte Grande;110000.0;100;1100.0;Rauch 451, Monte Grande, Provincia...;https://casa.mercadolibre.com.ar/MLA-1391807489-venta-casa-quinta-monte-grande-_JM#position=38&search_layout=grid&type=item&tracking_id=0118436b-85a3-442f-a1da-3bb4271db0e4;https://http2.mlstatic.com/D_NQ_NP_885722-MLA72103707036_102023-W.jpg;2023-10-19;1 baño;
Casa - Miguel Cane 166 Monte Grande;110000.0;100;1100.0;Miguel Cane Monte Grande 166, Mont...;https://casa.mercadolibre.com.ar/MLA-1131892274-casa-miguel-cane-166-monte-grande-_JM#position=34&search_layout=grid&type=item&tracking_id=b5a2d9c6-68cb-4e1a-b49c-899588ae8677;https://http2.mlstatic.com/D_NQ_NP_989815-MLA49342844637_032022-W.jpg;2023-10-19;1 baño;
Casa En Venta En Monte Grande;99000.0;90;1100.0;Azcuénaga 1200, Monte Grande, Prov...;https://casa.mercadolibre.com.ar/MLA-1302484797-casa-en-venta-en-monte-grande-_JM#position=7&search_layout=grid&type=item&tracking_id=45aa4a5b-4de9-4c64-b276-cc431df89838;https://http2.mlstatic.com/D_NQ_NP_656315-MLA53198645477_012023-W.jpg;2023-10-19;1 baño;
Casa En Venta En Monte Grande;110000.0;100;1100.0;Manuel Belgrano 647, Monte Grande,...;https://casa.mercadolibre.com.ar/MLA-1506998068-casa-en-venta-en-monte-grande-_JM#position=29&search_layout=grid&type=item&tracking_id=6e857e44-0342-48e6-aa75-dc59dac96669;https://http2.mlstatic.com/D_NQ_NP_801137-MLA71677884377_092023-W.jpg;2023-10-19;1 baño;
Cochera - Monte Grande;11000.0;10;1100.0;Rojas 61, Monte Grande, Esteban Ec...;https://inmueble.mercadolibre.com.ar/MLA-918523113-cochera-monte-grande-_JM#position=34&search_layout=grid&type=item&tracking_id=6e857e44-0342-48e6-aa75-dc59dac96669;https://http2.mlstatic.com/D_NQ_NP_966673-MLA45757978833_042021-W.jpg;2023-10-19;;
Casa En Venta En Monte Grande;120000.0;109;1100.9174311926606;Antonio Terrarosa 24, Monte Grande...;https://casa.mercadolibre.com.ar/MLA-1230906295-casa-en-venta-en-monte-grande-_JM#position=13&search_layout=grid&type=item&tracking_id=373999d3-bd26-40b6-851c-660686db001f;https://http2.mlstatic.com/D_NQ_NP_632762-MLA52482793450_112022-W.jpg;2023-10-19;1 baño;
Venta De Casa En El Rodal, Canning;392000.0;356;1101.123595505618;Av. Pedro Dreyer 3539, B1842 Monte...;https://casa.mercadolibre.com.ar/MLA-1495364680-venta-de-casa-en-el-rodal-canning-_JM#position=48&search_layout=grid&type=item&tracking_id=e025942f-3cd3-434a-9c0b-59d20ad3ee7d;https://http2.mlstatic.com/D_NQ_NP_843317-MLA71502737899_092023-W.jpg;2023-10-19;3 baños;
Casa En Venta En Monte Grande;75000.0;68;1102.9411764705883;Ascasubi Al 500, Monte Grande, Est...;https://casa.mercadolibre.com.ar/MLA-1473240400-casa-en-venta-en-monte-grande-_JM#position=29&search_layout=grid&type=item&tracking_id=2821c83c-9c77-486e-90eb-10ab5a456d44;https://http2.mlstatic.com/D_NQ_NP_872500-MLA71082008666_082023-W.jpg;2023-10-19;1 baño;
Venta Monte Grande Casa 4 Dormitorios, Galería Y Jardín! Consultanos! ;170000.0;154;1103.8961038961038;Bcr, Carlos Pellegrini 889, Monte ...;https://casa.mercadolibre.com.ar/MLA-1246670212-venta-monte-grande-casa-4-dormitorios-galeria-y-jardin-consultanos-_JM#position=17&search_layout=grid&type=item&tracking_id=45aa4a5b-4de9-4c64-b276-cc431df89838;https://http2.mlstatic.com/D_NQ_NP_774129-MLA52009475437_102022-W.jpg;2023-10-19;2 baños;
Venta De Casa 3 Ambientes En Centro De Monte Grande Cochera;105000.0;95;1105.2631578947369;Dorrego 580, Monte Grande, Esteban...;https://casa.mercadolibre.com.ar/MLA-1431378236-venta-de-casa-3-ambientes-en-centro-de-monte-grande-cochera-_JM#position=33&search_layout=grid&type=item&tracking_id=a0f37ccb-6657-4fb1-b822-34bdb647ee84;https://http2.mlstatic.com/D_NQ_NP_635048-MLA69902955239_062023-W.jpg;2023-10-19;1 baño;
Hermoso Chalet 6 Ambientes En Zona Residencial;210000.0;190;1105.2631578947369;Juan De Garay 355, Monte Grande, P...;https://casa.mercadolibre.com.ar/MLA-1128688226-hermoso-chalet-6-ambientes-en-zona-residencial-_JM#position=12&search_layout=grid&type=item&tracking_id=c112ea19-8061-4548-be78-cfd9dfc8ba6b;https://http2.mlstatic.com/D_NQ_NP_775676-MLA49431875715_032022-W.jpg;2023-10-19;2 baños;
Venta Chalet 4 Ambientes 2 Plantas Centro Monte Grande;220000.0;199;1105.5276381909548;Mariano Moreno Al 100, Monte Grand...;https://casa.mercadolibre.com.ar/MLA-1131791354-venta-chalet-4-ambientes-2-plantas-centro-monte-grande-_JM#position=25&search_layout=grid&type=item&tracking_id=2821c83c-9c77-486e-90eb-10ab5a456d44;https://http2.mlstatic.com/D_NQ_NP_819028-MLA71297164689_082023-W.jpg;2023-10-19;3 baños;
Hermoso Departamento 2 Amb. Con Detalles De Calidad;52000.0;47;1106.3829787234042;Intendente Italiani 340, Monte Gra...;https://departamento.mercadolibre.com.ar/MLA-1147154145-hermoso-departamento-2-amb-con-detalles-de-calidad-_JM#position=11&search_layout=grid&type=item&tracking_id=54121434-8fc5-47b7-9a0f-5d7d4b44f558;https://http2.mlstatic.com/D_NQ_NP_852770-MLA51322995365_082022-W.jpg;2023-10-19;1 baño;
Casa En Venta - Monte Grande;155000.0;140;1107.142857142857;25 De Mayo 526, Monte Grande, Este...;https://casa.mercadolibre.com.ar/MLA-1356385769-casa-en-venta-monte-grande-_JM#position=26&search_layout=grid&type=item&tracking_id=fca61af9-c77f-46b7-91d5-ed232ac27cff;https://http2.mlstatic.com/D_NQ_NP_934115-MLA54005209213_022023-W.jpg;2023-10-19;2 baños;
Casa En Venta En Monte Grande;255000.0;230;1108.695652173913;Vidal Al 500. Entre Primera Junta ...;https://casa.mercadolibre.com.ar/MLA-1138465740-casa-en-venta-en-monte-grande-_JM#position=45&search_layout=grid&type=item&tracking_id=13800304-7dc6-4c99-bf49-06248a585521;https://http2.mlstatic.com/D_NQ_NP_853502-MLA50041427557_052022-W.jpg;2023-10-19;2 baños;
Departamento En Venta En Monte Grande;59900.0;54;1109.2592592592594;Colon Al 1000. Entre Berasain Y Le...;https://departamento.mercadolibre.com.ar/MLA-1138414158-departamento-en-venta-en-monte-grande-_JM#position=26&search_layout=grid&type=item&tracking_id=ba160732-126e-4954-8de1-dc966313f615;https://http2.mlstatic.com/D_NQ_NP_727350-MLA50715528158_072022-W.jpg;2023-10-19;2 baños;
Casa En Monte Grande;100000.0;90;1111.111111111111;Almirante Brown  100, Monte Grande...;https://casa.mercadolibre.com.ar/MLA-1243341357-casa-en-monte-grande-_JM#position=26&search_layout=grid&type=item&tracking_id=a0f37ccb-6657-4fb1-b822-34bdb647ee84;https://http2.mlstatic.com/D_NQ_NP_871573-MLA70194044467_062023-W.jpg;2023-10-19;1 baño;
Hermoso Dto. 2 Amb En Venta - Monte Grande;50000.0;45;1111.111111111111;Gabriela Mistral 280, Monte Grande...;https://departamento.mercadolibre.com.ar/MLA-1143455612-hermoso-dto-2-amb-en-venta-monte-grande-_JM#position=33&search_layout=grid&type=item&tracking_id=373999d3-bd26-40b6-851c-660686db001f;https://http2.mlstatic.com/D_NQ_NP_722677-MLA50403407300_062022-W.jpg;2023-10-19;1 baño;
Casa En Venta En Monte Grande;70000.0;63;1111.111111111111;Ascasubi Al 500, Monte Grande, Est...;https://casa.mercadolibre.com.ar/MLA-1473215154-casa-en-venta-en-monte-grande-_JM#position=7&search_layout=grid&type=item&tracking_id=fca61af9-c77f-46b7-91d5-ed232ac27cff;https://http2.mlstatic.com/D_NQ_NP_626723-MLA71119917807_082023-W.jpg;2023-10-19;1 baño;
Casa En Venta Calle Reconquista Monte Grande Esteban Echeverría 2 Plantas 4 Dormitorios Galería Y Cochera;300000.0;270;1111.111111111111;Monte Grande, Provincia De Buenos ...;https://casa.mercadolibre.com.ar/MLA-1385821785-casa-en-venta-calle-reconquista-monte-grande-esteban-echeverria-2-plantas-4-dormitorios-galeria-y-cochera-_JM#position=23&search_layout=grid&type=item&tracking_id=34a0146d-8ff8-4da4-a44b-4dddafa63945;https://http2.mlstatic.com/D_NQ_NP_766859-MLA71673285532_092023-W.jpg;2023-10-19;3 baños;
Departamento Monoambiente A Estrenar!!! Ultima Unidad!!!;50000.0;45;1111.111111111111;Rodriguez 650 - Monte Grande Dupli...;https://departamento.mercadolibre.com.ar/MLA-1380234013-departamento-monoambiente-a-estrenar-ultima-unidad-_JM#position=14&search_layout=grid&type=item&tracking_id=dcbad6c3-5469-47c4-a943-66c465431961;https://http2.mlstatic.com/D_NQ_NP_869284-MLA70742970913_072023-W.jpg;2023-10-19;1 baño;
Edificio 23 Departamentos Ideal Inversor;890000.0;800;1112.5;Intendente Italiani 646, Monte Gra...;https://inmueble.mercadolibre.com.ar/MLA-1181147619-edificio-23-departamentos-ideal-inversor-_JM#position=45&search_layout=grid&type=item&tracking_id=8c17b2a8-e3fa-4266-9fd1-0f7d162cca88;https://http2.mlstatic.com/D_NQ_NP_951631-MLA51777404642_092022-W.jpg;2023-10-19;;
Apto Credito Excelente Duplex;78000.0;70;1114.2857142857142;Sarmiento  Al 400, Monte Grande, E...;https://casa.mercadolibre.com.ar/MLA-1361867643-apto-credito-excelente-duplex-_JM#position=6&search_layout=grid&type=item&tracking_id=dcbad6c3-5469-47c4-a943-66c465431961;https://http2.mlstatic.com/D_NQ_NP_907686-MLA54250925604_032023-W.jpg;2023-10-19;;
Departamento 4 Ambientes En Venta En Monte Grande ;134900.0;121;1114.8760330578511;Nuestras Malvinas 100, Monte Grand...;https://departamento.mercadolibre.com.ar/MLA-1536218142-departamento-4-ambientes-en-venta-en-monte-grande-_JM#position=43&search_layout=grid&type=item&tracking_id=f42d0df7-28ac-4f8b-9dac-9cc0032a053c;https://http2.mlstatic.com/D_NQ_NP_797026-MLA72171523772_102023-W.jpg;2023-10-19;2 baños;
9 Oficinas En Venta, Ideal Inversores;280000.0;251;1115.5378486055777;Enrique Santamarina 469, Monte Gra...;https://inmueble.mercadolibre.com.ar/MLA-910661931-9-oficinas-en-venta-ideal-inversores-_JM#position=36&search_layout=grid&type=item&tracking_id=c112ea19-8061-4548-be78-cfd9dfc8ba6b;https://http2.mlstatic.com/D_NQ_NP_965082-MLA45103687992_032021-W.jpg;2023-10-19;2 baños;
Belgrano Al 500 - Monte Grande;179000.0;160;1118.75;Belgrano Al 500, Monte Grande, Est...;https://casa.mercadolibre.com.ar/MLA-1137529771-belgrano-al-500-monte-grande-_JM#position=22&search_layout=grid&type=item&tracking_id=373999d3-bd26-40b6-851c-660686db001f;https://http2.mlstatic.com/D_NQ_NP_635753-MLA49971558851_052022-W.jpg;2023-10-19;1 baño;
Oficina Profesional, Excelente Ubicación Frente A La Plaza De Monte Grande! ;28000.0;25;1120.0;Avenida Sofia Terrero De Santamari...;https://inmueble.mercadolibre.com.ar/MLA-1390304619-oficina-profesional-excelente-ubicacion-frente-a-la-plaza-de-monte-grande-_JM#position=39&search_layout=grid&type=item&tracking_id=fac566de-1663-4a21-9268-328fe6c78876;https://http2.mlstatic.com/D_NQ_NP_715248-MLA51838210685_102022-W.jpg;2023-10-19;1 baño;
Excelente Propiedad A La Venta Sobre Pedro Suarez, Monte Grande!!;130000.0;116;1120.6896551724137;Avenida Pedro Suárez 738, Malvinas...;https://casa.mercadolibre.com.ar/MLA-1152523320-excelente-propiedad-a-la-venta-sobre-pedro-suarez-monte-grande-_JM#position=42&search_layout=grid&type=item&tracking_id=d5b652b9-eb6a-4d2f-9f81-9a57c30c4978;https://http2.mlstatic.com/D_NQ_NP_632493-MLA51116891260_082022-W.jpg;2023-10-19;2 baños;
Chalet 5 Ambientes Con Pileta En Monte Grande.;270000.0;240;1125.0;Terrarosa  700, Monte Grande, Este...;https://casa.mercadolibre.com.ar/MLA-1533679062-chalet-5-ambientes-con-pileta-en-monte-grande-_JM#position=32&search_layout=grid&type=item&tracking_id=36b82243-b302-4da7-89d5-a97e8cc4ad74;https://http2.mlstatic.com/D_NQ_NP_961032-MLA43734208523_102020-W.jpg;2023-10-19;3 baños;
Venta Casa Monte Grande;90000.0;80;1125.0;Ied, Deán Funes 122, Monte Grande,...;https://casa.mercadolibre.com.ar/MLA-1378957146-venta-casa-monte-grande-_JM#position=45&search_layout=grid&type=item&tracking_id=b5a2d9c6-68cb-4e1a-b49c-899588ae8677;https://http2.mlstatic.com/D_NQ_NP_779648-MLA54587568392_032023-W.jpg;2023-10-19;1 baño;
Venta Casa Monte Grande;135000.0;120;1125.0;Cornelio Saavedra 230, Monte Grand...;https://casa.mercadolibre.com.ar/MLA-1345713939-venta-casa-monte-grande-_JM#position=4&search_layout=grid&type=item&tracking_id=8c17b2a8-e3fa-4266-9fd1-0f7d162cca88;https://http2.mlstatic.com/D_NQ_NP_852590-MLA53806580822_022023-W.jpg;2023-10-19;2 baños;
Venta De Chalet De Ms De 5 Ambientes -monte Grande Centro;180000.0;160;1125.0;Sarmiento 173, Monte Grande, Esteb...;https://casa.mercadolibre.com.ar/MLA-1364450854-venta-de-chalet-de-ms-de-5-ambientes-monte-grande-centro-_JM#position=46&search_layout=grid&type=item&tracking_id=45aa4a5b-4de9-4c64-b276-cc431df89838;https://http2.mlstatic.com/D_NQ_NP_837413-MLA54184503814_032023-W.jpg;2023-10-19;2 baños;
Casa - Monte Grande;169000.0;150;1126.6666666666667;Casa En Venta - Monte Grande, Mont...;https://casa.mercadolibre.com.ar/MLA-1459713396-casa-monte-grande-_JM#position=44&search_layout=grid&type=item&tracking_id=e025942f-3cd3-434a-9c0b-59d20ad3ee7d;https://http2.mlstatic.com/D_NQ_NP_672843-MLA70689913346_072023-W.jpg;2023-10-19;2 baños;
Casa En Venta En El Centro De Monte Grande.;130000.0;115;1130.4347826086957;Robertson  1215, Monte Grande, Est...;https://casa.mercadolibre.com.ar/MLA-1259107778-casa-en-venta-en-el-centro-de-monte-grande-_JM#position=34&search_layout=grid&type=item&tracking_id=36b82243-b302-4da7-89d5-a97e8cc4ad74;https://http2.mlstatic.com/D_NQ_NP_917462-MLA43942035147_102020-W.jpg;2023-10-19;2 baños;
Monte Grande  Casa De 3 Ambientes En Edison Al 130 Monte Grande;170000.0;150;1133.3333333333333;Edison Al 130, Monte Grande, Monte...;https://casa.mercadolibre.com.ar/MLA-1477475284-monte-grande-casa-de-3-ambientes-en-edison-al-130-monte-grande-_JM#position=20&search_layout=grid&type=item&tracking_id=b798128f-1f24-4705-a31c-2c20413786c3;https://http2.mlstatic.com/D_NQ_NP_989727-MLA71151026314_082023-W.jpg;2023-10-19;2 baños;
Departamento En Venta En Vicente Lopez - Monte Grande;68000.0;60;1133.3333333333333;Vicente López Al 400, Monte Grande...;https://departamento.mercadolibre.com.ar/MLA-1157643494-departamento-en-venta-en-vicente-lopez-monte-grande-_JM#position=18&search_layout=grid&type=item&tracking_id=91b0c92b-261f-4012-b4ed-8716042aafd0;https://http2.mlstatic.com/resources/frontend/statics/img-not-available/1.1.0/T@2x.jpg;2023-10-19;1 baño;
Oportunidad! 3 Ambientes En Venta En Monte Grande;82900.0;73;1135.6164383561643;Juan Bautista Alberdi 100, Monte G...;https://departamento.mercadolibre.com.ar/MLA-1508988472-oportunidad-3-ambientes-en-venta-en-monte-grande-_JM#position=11&search_layout=grid&type=item&tracking_id=e025942f-3cd3-434a-9c0b-59d20ad3ee7d;https://http2.mlstatic.com/D_NQ_NP_652759-MLA71670929250_092023-W.jpg;2023-10-19;2 baños;
Venta - Casa En Planta Baja Con Jardín Y Patio Interno!;150000.0;132;1136.3636363636363;Gral. Paz 532, Monte Grande, Esteb...;https://casa.mercadolibre.com.ar/MLA-1179257322-venta-casa-en-planta-baja-con-jardin-y-patio-interno-_JM#position=23&search_layout=grid&type=item&tracking_id=b5a2d9c6-68cb-4e1a-b49c-899588ae8677;https://http2.mlstatic.com/D_NQ_NP_880334-MLA51723027222_092022-W.jpg;2023-10-19;2 baños;
Venta - Casa Con Quincho Y Excelente Ubicación-monte Grande;250000.0;220;1136.3636363636363;Azcuenaga 169, Monte Grande, Esteb...;https://casa.mercadolibre.com.ar/MLA-1132893632-venta-casa-con-quincho-y-excelente-ubicacion-monte-grande-_JM#position=11&search_layout=grid&type=item&tracking_id=45aa4a5b-4de9-4c64-b276-cc431df89838;https://http2.mlstatic.com/D_NQ_NP_632949-MLA49709537265_042022-W.jpg;2023-10-19;2 baños;
Hermosa Propiedad Sobre Gran Lote En Zona Residencial;205000.0;180;1138.888888888889;Almirante Guillermo Brown 1030, Mo...;https://casa.mercadolibre.com.ar/MLA-1128713225-hermosa-propiedad-sobre-gran-lote-en-zona-residencial-_JM#position=33&search_layout=grid&type=item&tracking_id=36b82243-b302-4da7-89d5-a97e8cc4ad74;https://http2.mlstatic.com/D_NQ_NP_635696-MLA49432004184_032022-W.jpg;2023-10-19;2 baños;
Departamentos Del Pozo En Monte Grande;57000.0;50;1140.0;Gral. Lavalle 255 - Monte Grande, ...;https://departamento.mercadolibre.com.ar/MLA-1380234019-departamentos-del-pozo-en-monte-grande-_JM#position=20&search_layout=grid&type=item&tracking_id=c19c581b-ce30-49e4-9743-1e52fce2b08f;https://http2.mlstatic.com/D_NQ_NP_754820-MLA70742963627_072023-W.jpg;2023-10-19;1 baño;1 amb.
Departamento En Venta En Monte Grande;63990.0;56;1142.6785714285713;Colon Al 1000. Entre Berasain Y Le...;https://departamento.mercadolibre.com.ar/MLA-1161296033-departamento-en-venta-en-monte-grande-_JM#position=33&search_layout=grid&type=item&tracking_id=ba160732-126e-4954-8de1-dc966313f615;https://http2.mlstatic.com/D_NQ_NP_911064-MLA51373534211_092022-W.jpg;2023-10-19;2 baños;
Departamento En Venta En Monte Grande 4 Ambientes;120000.0;105;1142.857142857143;12 De Octubre 240 1° 6, Monte Gran...;https://departamento.mercadolibre.com.ar/MLA-1309712581-departamento-en-venta-en-monte-grande-4-ambientes-_JM#position=5&search_layout=grid&type=item&tracking_id=ba160732-126e-4954-8de1-dc966313f615;https://http2.mlstatic.com/D_NQ_NP_872290-MLA70457090158_072023-W.jpg;2023-10-19;2 baños;
Departamento Venta Monoambiente Monte Grande Calle Vicente Lopez Al 800;40000.0;35;1142.857142857143;Vicente López 846, Monte Grande, P...;https://departamento.mercadolibre.com.ar/MLA-1150036607-departamento-venta-monoambiente-monte-grande-calle-vicente-lopez-al-800-_JM#position=19&search_layout=grid&type=item&tracking_id=ba160732-126e-4954-8de1-dc966313f615;https://http2.mlstatic.com/D_NQ_NP_694032-MLA51012052517_082022-W.jpg;2023-10-19;1 baño;1 amb.
Venta - Excelente Casa En Calle Reconquista Monte Grande;320000.0;280;1142.857142857143;Cik, Reconquista 580, Monte Grande...;https://casa.mercadolibre.com.ar/MLA-1380324456-venta-excelente-casa-en-calle-reconquista-monte-grande-_JM#position=29&search_layout=grid&type=item&tracking_id=159f88c3-3272-4761-a369-a4df45856cd7;https://http2.mlstatic.com/D_NQ_NP_937657-MLA54646343792_032023-W.jpg;2023-10-19;3 baños;
Dúplex 3 Ambientes A Terminar - Monte Grande;80000.0;70;1142.857142857143;F.sarmiento 500, Monte Grande, Pro...;https://casa.mercadolibre.com.ar/MLA-1340806394-duplex-3-ambientes-a-terminar-monte-grande-_JM#position=19&search_layout=grid&type=item&tracking_id=e025942f-3cd3-434a-9c0b-59d20ad3ee7d;https://http2.mlstatic.com/D_NQ_NP_634577-MLA53707783609_022023-W.jpg;2023-10-19;2 baños;
Departamento Triplex En Venta 3 Dormitorios En Monte Grande;120000.0;105;1142.857142857143;12 De Octubre 240, Monte Grande, E...;https://departamento.mercadolibre.com.ar/MLA-1371998297-departamento-triplex-en-venta-3-dormitorios-en-monte-grande-_JM#position=2&search_layout=grid&type=item&tracking_id=48a25870-1830-4c0a-a22f-89aa140d91f9;https://http2.mlstatic.com/D_NQ_NP_805176-MLA69774643864_062023-W.jpg;2023-10-19;2 baños;
Venta - Departamentos De Pozo - Eucalyptus;32000.0;28;1142.857142857143;Lavalle 935, Monte Grande, Esteban...;https://departamento.mercadolibre.com.ar/MLA-1347207663-venta-departamentos-de-pozo-eucalyptus-_JM#position=17&search_layout=grid&type=item&tracking_id=48a25870-1830-4c0a-a22f-89aa140d91f9;https://http2.mlstatic.com/D_NQ_NP_739912-MLA53836118698_022023-W.jpg;2023-10-19;1 baño;1 amb.
Departamento - Monte Grande;80000.0;70;1142.857142857143;Mariano Alegre Nº 141.depto Nº 12,...;https://departamento.mercadolibre.com.ar/MLA-1375375123-departamento-monte-grande-_JM#position=15&search_layout=grid&type=item&tracking_id=2821c83c-9c77-486e-90eb-10ab5a456d44;https://http2.mlstatic.com/D_NQ_NP_966417-MLA70243493599_062023-W.jpg;2023-10-19;1 baño;
Casa - Monte Grande;160000.0;140;1142.857142857143;Primera Junta 721, Monte Grande, E...;https://casa.mercadolibre.com.ar/MLA-1390140755-casa-monte-grande-_JM#position=28&search_layout=grid&type=item&tracking_id=2821c83c-9c77-486e-90eb-10ab5a456d44;https://http2.mlstatic.com/D_NQ_NP_966931-MLA71899399698_092023-W.jpg;2023-10-19;1 baño;
Departamento En Venta De 1 Dormitorio En Monte Grande;40000.0;35;1142.857142857143;Legarreta 564 - Monte Grande, Mont...;https://departamento.mercadolibre.com.ar/MLA-1460894320-departamento-en-venta-de-1-dormitorio-en-monte-grande-_JM#position=33&search_layout=grid&type=item&tracking_id=2821c83c-9c77-486e-90eb-10ab5a456d44;https://http2.mlstatic.com/D_NQ_NP_654008-MLA70742978761_072023-W.jpg;2023-10-19;1 baño;
Departamento En Venta::montegrande;150000.0;131;1145.0381679389313;Departamento En Venta::montegrande...;https://departamento.mercadolibre.com.ar/MLA-1369915161-departamento-en-ventamontegrande-_JM#position=14&search_layout=grid&type=item&tracking_id=67367561-6d7f-4563-96ab-57ecf12b33ea;https://http2.mlstatic.com/D_NQ_NP_940263-MLA69441103717_052023-W.jpg;2023-10-19;2 baños;
Casa Quinta En Venta Monte Grande;69000.0;60;1150.0;Salta 1305, Monte Grande, Esteban ...;https://casa.mercadolibre.com.ar/MLA-1146056538-casa-quinta-en-venta-monte-grande-_JM#position=35&search_layout=grid&type=item&tracking_id=277018b9-c208-4a3b-8544-f112e55b8f8d;https://http2.mlstatic.com/D_NQ_NP_924039-MLA51362386897_082022-W.jpg;2023-10-19;1 baño;
Venta- Hermosa Casa Con Depto 2 Ambientes!;230000.0;200;1150.0;Malvinas 1021, Monte Grande, Esteb...;https://casa.mercadolibre.com.ar/MLA-1521775980-venta-hermosa-casa-con-depto-2-ambientes-_JM#position=38&search_layout=grid&type=item&tracking_id=b5a2d9c6-68cb-4e1a-b49c-899588ae8677;https://http2.mlstatic.com/D_NQ_NP_879228-MLA47074136645_082021-W.jpg;2023-10-19;2 baños;
Hermoso Departamento 3 Amb. Con Cochera Cubierta;115000.0;100;1150.0;Av. Ing. Jorge Duclout 296, Monte ...;https://departamento.mercadolibre.com.ar/MLA-1298905119-hermoso-departamento-3-amb-con-cochera-cubierta-_JM#position=26&search_layout=grid&type=item&tracking_id=54121434-8fc5-47b7-9a0f-5d7d4b44f558;https://http2.mlstatic.com/D_NQ_NP_722434-MLA53146129777_012023-W.jpg;2023-10-19;1 baño;
Venta Casa Centro Monte Grande;230000.0;200;1150.0;Pedro Reta 571, Monte Grande, Prov...;https://casa.mercadolibre.com.ar/MLA-1214604903-venta-casa-centro-monte-grande-_JM#position=8&search_layout=grid&type=item&tracking_id=91b0c92b-261f-4012-b4ed-8716042aafd0;https://http2.mlstatic.com/D_NQ_NP_950809-MLA52148596590_102022-W.jpg;2023-10-19;2 baños;
Casa En Venta En Monte Grande Con Parque;59900.0;52;1151.923076923077;Manuel Wieman 300, Monte Grande, E...;https://casa.mercadolibre.com.ar/MLA-1508615120-casa-en-venta-en-monte-grande-con-parque-_JM#position=45&search_layout=grid&type=item&tracking_id=e025942f-3cd3-434a-9c0b-59d20ad3ee7d;https://http2.mlstatic.com/D_NQ_NP_976518-MLA71721567579_092023-W.jpg;2023-10-19;1 baño;
Departamento - Monte Grande;75000.0;65;1153.8461538461538;Departamento En Venta Monte Grande...;https://departamento.mercadolibre.com.ar/MLA-1376165319-departamento-monte-grande-_JM#position=16&search_layout=grid&type=item&tracking_id=a0f37ccb-6657-4fb1-b822-34bdb647ee84;https://http2.mlstatic.com/D_NQ_NP_640721-MLA70347484302_072023-W.jpg;2023-10-19;1 baño;
Casa En Monte Grande;150000.0;130;1153.8461538461538;Las Heras 620, Monte Grande, Esteb...;https://casa.mercadolibre.com.ar/MLA-1391397729-casa-en-monte-grande-_JM#position=21&search_layout=grid&type=item&tracking_id=fca61af9-c77f-46b7-91d5-ed232ac27cff;https://http2.mlstatic.com/D_NQ_NP_664011-MLA72048525606_102023-W.jpg;2023-10-19;1 baño;
Departamento 2 Ambientes En Monte Grande;75000.0;65;1153.8461538461538;General Las Heras 731, Monte Grand...;https://departamento.mercadolibre.com.ar/MLA-1442919108-departamento-2-ambientes-en-monte-grande-_JM#position=23&search_layout=grid&type=item&tracking_id=54121434-8fc5-47b7-9a0f-5d7d4b44f558;https://http2.mlstatic.com/D_NQ_NP_775793-MLA70299742545_072023-W.jpg;2023-10-19;1 baño;
